"name","place_id"
"Yuet Sing Seafood","ChIJ2VM8FHMZ2jERP_ZBgdNADLE"
"Boost Juice Bars","ChIJwfSfMH0T2jER-mfzzNNKHM0"
"Poon Nah City Home Made Noodle","ChIJ5xpeshcY2jERoXpCWzOrLo8"
"Skai@Swissotel The Stanford","ChIJmzVWqsQZ2jERaR3HxszJ_Mw"
"Changi simei CC Karaoke Lodge","ChIJ4dY9Eh892jERmuoN18B3yKQ"
"Coffee shop","ChIJfR7Kx1E92jERcBKwHcIxmRE"
"Sakura","ChIJL3YtUCI92jERwCp52oQhVSo"
"Shine Korea Supermarket","ChIJt7a1YKgZ2jERFcnM_u7leGs"
"K.Cook","ChIJZU_42JYZ2jERCJN3rRPFo2E"
"Shin-Sapporo Ramen","ChIJ3zBxIcEb2jERDW3pNldWfyk"
"Makoto-Ya (S) Pte Ltd","ChIJfammgO4X2jERd-TpUk-O4OI"
"St. Marc Café Raffles City","ChIJMfNSL6QZ2jER3Mx3WA6koTY"
"Emicakes @ Causeway Point","ChIJJ3sAl6gT2jERuZK7-4nGn6g"
"Mellower Coffee Singapore","ChIJ38GmURIZ2jERUJgCz-bAgd4"
"Ocean Curry Fish Head","ChIJB5s932gX2jER-EiG8Vly7VI"
"Al-Hussain","ChIJmd8ioGs92jERvpoY5j5nFy0"
"Bali Thai Ngee Ann City","ChIJj6KI8ZEZ2jERme6YLmR3qUY"
"Good taste MALA Hotpot","ChIJe6fGCtgX2jERKakjs887ejs"
"Baba Chews Bar and Eatery","ChIJZcQkYHIY2jERsDS_lBU0k_Y"
"Chef Icon Nature Bakery (I12 Katong )","ChIJp5NLoQ4Z2jERLw29RA9bfls"
"Mary's Kafe","ChIJGesHlqQZ2jERBbJLoIbUi14"
"Malaysia Boleh @Jurong Point","ChIJm6XrJ5MP2jERXb_IWmYCNbQ"
"Fragrance Bakkwa @ NEX","ChIJB0yzu6YX2jEREeZIim1YANY"
"Mookata","ChIJBzTql7oZ2jERB4xjNa9HF74"
"Amara Singapore","ChIJrXZUXmsZ2jERdZPWv7o3QHA"
"The Tea Party Cafe","ChIJAZAy054Q2jERmKKH23Tpg9A"
"Ding Ji Teochew Mee 鼎记","ChIJwfmCcCIX2jER4Ow_Tp1xAk8"
"Fragrance Bakkwa @ Hillion Mall","ChIJs9-LVbsR2jER4vofBcccNjs"
"Mag's Wine Kitchen","ChIJ2RInRAoZ2jERnP6c28oFzLY"
"Earl Of Hindh","ChIJKcKu17Ue2jERQsT-nVx1Jpo"
"Indian Food","ChIJW37oqGwW2jERmcF8LWM0BCQ"
"Mellvin Seafood Restaurant","ChIJ_2LlXg0Y2jERFJRp4jdBFTA"
"Long Beach UDMC Seafood Restaurant","ChIJHXBFWJYi2jERq5SlsYDPoxI"
"Hidden Rock Coffee","ChIJAcs3hFIQ2jERONCOjjehnMM"
"Sultan De Casablanca Restaurant","ChIJFSmRMEYZ2jERR7RK5eYUKKI"
"KFC","ChIJGcRBIMEb2jER_8LM-rqdQ4A"
"Al MUHYI MUSLIM FOOD","ChIJi_HuYfYV2jER6nCqRKtvIAw"
"Greenland Vegetarian Restaurant","ChIJ-7mO4K8X2jERfxwr_C6lMlQ"
"Chickata Makan Place","ChIJoXyDkCAQ2jER0QZCtj9hY58"
"McDonald's Gardens By The Bay","ChIJuQ0wDQMZ2jERWb6Fcfn6-Aw"
"Pho Street","ChIJU2w0z5YZ2jERvmeA6Cm6SRo"
"Obar Punggol","ChIJ2ySmJuwV2jERnkYZuVdJevA"
"Bay@5","ChIJ5xohTqgZ2jER7DF_PnyieGY"
"Bugis Village E-Optics (Singapore) Pte Ltd","ChIJhzMu7boZ2jERjLzfXM9FJIw"
"Chang Long Coffee Shop 长龙火炭鱼头炉","ChIJX9FuizU92jERVo9gN8oTsNM"
"Tip Top Curry Puff","ChIJHbrvr7oZ2jERU0Kt_LQ_jwg"
"Mos Burger","ChIJLSXqyQ4Z2jERg7xcJjucqi4"
"Royce'","ChIJK7xjpQ8Q2jERXDQXEpoPqls"
"Ah Seah Teochew Porridge","ChIJfxn1GUUFBBAR3CXDmPxqIzY"
"J.CO Donuts & Coffee","ChIJp4zYJ6QZ2jEReSaIBhDDb9M"
"San Yuan Fishball Soup","ChIJid6pRx0X2jERjDjwDe95OHM"
"Geylang East Centre Market & Food Centre","ChIJC0lyiyMY2jERPeJIDgP_wgw"
"Stuff'd","ChIJsTh8ZxgY2jERrK6lV4b5vLc"
"Ubi Indian Restaurant","ChIJ9-4bOvcX2jERhSSSQUfOsOw"
"Thai Noodle House","ChIJWS6oIwYa2jERvx74DxanGmM"
"Ji Ji Noodle House","ChIJw4L2HiIZ2jERCZV5UibqnhQ"
"Koo Kee Yong Tow Foo Mee","ChIJ9QKPLaMR2jERG0jrwfY0R4Y"
"Sin Ming Roti Prata","ChIJLx5D1iQX2jERYY_BY9npD6s"
"Dian Xiao Er 店小二","ChIJySoRVaMR2jER_LK-VzWpiGQ"
"Chao Chao Gyoza Singapore","ChIJdZIfPZMZ2jERrOXZYjrBw2M"
"Deanna’s Kitchen Jurong East Outlet- Authentic Halal Prawn Noodles","ChIJSUMogkIX2jER9PM7IXm-5Yo"
"i-Success Whey Protein Singapore","ChIJiQs7ZyE92jERmbMCnV6t1Kk"
"Bojangles","ChIJqWjcYooQ2jERPYFunlNvs1U"
"Earle Swensen's","ChIJA7UOu1gZ2jERcrEFy-AOKDs"
"Swensen's - Clementi Mall","ChIJ9y7Rbo4a2jER2Toju7Lm-b0"
"The Secret Mermaid","ChIJn6IalQ4Z2jER0vf5veeLV3Q"
"One Ocean Seafood & BBQ","ChIJt3DyTWoa2jERjDXk7hA4WRo"
"24 hours Kopi shop","ChIJMZZ1faQX2jERYm0KTUaWSTc"
"E Red Dot Pub","ChIJ_Re4Hm8Z2jERKJpigFOcO30"
"金味穈 / Teochew Porridge","ChIJg9DWdzUQ2jERrdILv6hKnBw"
"McDonald’s","ChIJOdaHYQ8Q2jERNyta1wk6Y_s"
"Yun Seafood Fishhead Steamboat","ChIJU5O5GsEW2jER-mZyC21T5lQ"
"SHU vegetarian","ChIJbYhyi7MR2jERqlSgSNc9M0o"
"Kai Juan Eating House","ChIJkxuXR98Z2jERSiOBDPITEXo"
"Block 651 Coffeeshop","ChIJVdDqLJAP2jER64yFtq7nLRg"
"Blk 435 Hougang Ave 8 Restaurant","ChIJz_jY0zgW2jERwee07yCOBm4"
"Fifty Trees","ChIJ0UYNcDtt2jERwqdx6-al6R8"
"SaladStop! Takashimaya","ChIJP7dxjZEZ2jERucFXSjD00co"
"COMO Cuisine","ChIJFWfV1iIa2jERrIljbfOjHW8"
"Himonoya","ChIJKYNX454Z2jERMBFEZ7OWay0"
"Lang Nuong Vietnam","ChIJLcO5LskZ2jERaBnzFhIX_OE"
"Marché Mövenpick Raffles City","ChIJ8W9CNKQZ2jERm7oR-AcGmSU"
"Mellben Signature","ChIJz3ZC5GwZ2jERSz7uGSJMWXs"
"Soi Thai Soi Nice (JEM)","ChIJCVJGpbIR2jERBxPahug5P8E"
"GOE JUICE","ChIJAQAALJMP2jERyFWa6OQLAr0"
"Kazokutei Udon","ChIJb-ErmBYX2jERYlx1c5vnf-k"
"Ng Soon Kee Fish & Duck Porridge 黄順記魚糜・鴨糜","ChIJTwzBwSMY2jERanre9nL3IKk"
"Tuxedo Café & Pâtisserie (Carlton City Hotel)","ChIJfS2Yv2wZ2jERbkRklhzqpg0"
"Syed Restaurant","ChIJseiIA0EW2jERW_OtOPlZVNo"
"Holland Village XO Fish Head Bee Hoon (Dover)","ChIJ5U-3cV0a2jER-hFn7fCNegs"
"Monster Curry","ChIJi5p3pRMZ2jERd_qs8_cxPzk"
"Canadian 2 for 1 Pizza (Pasir Ris & Changi)","ChIJUUR_sL492jERWt4bgwiinCg"
"Segar Restaurant","ChIJ2zOiSwsZ2jER385x8pDtd8A"
"Yi Ke Guan","ChIJu9n1h3IY2jEROzDqp1dg3cE"
"TCC","ChIJ-3O7cecZ2jERreqV1_27Y6c"
"Three Buns Singapore","ChIJNwsFZeUZ2jERB5ZvA0So_6E"
"Ice-Cold Beer","ChIJyYw_y5YZ2jERz0Q418jAW2o"
"D'Laksa Penang Assam Laksa Singapore (Hougang)","ChIJe3fjgjcW2jERRd855H6tBp4"
"Cacio e Pepe Italian Restaurant","ChIJvWnM-E4Q2jERrcEc1xul0NA"
"Starbucks","ChIJD-HIEdkT2jERq54aXK7iqYQ"
"The Bierhaus","ChIJy0yFqxls2jERb5APtWHCarA"
"DING FENG MALA HOTPOT鼎豐麻辣香锅","ChIJ2y0E8o4T2jERKRZHCd8FElI"
"Sawadee Thai Cuisine Restaurant","ChIJP-lG_K8Z2jERc0lYelHJmFA"
"Tamoya Udon and Tempura","ChIJoVXEeJ8Z2jER2G9IcJXLOgs"
"Humpback","ChIJ9T3-jW0Z2jERsES-aHHFhrU"
"Spicy Thai-Thai Cafe","ChIJ2-D62yMY2jERGjtddqI-8LE"
"PrimaDéli","ChIJud-5-bMX2jERtPvRxZCF7h8"
"The Coffee Roaster","ChIJJ1vrQxMZ2jERIWEJYEK-dnM"
"Srisun Prata.com Bukit Batok","ChIJlXPEBzwQ2jERHjHyeMZI3D0"
"Crossroads Cafe","ChIJ7zeih40Z2jERqKuuZ7TxZk8"
"Domino's Jurong East","ChIJ_3Q7KRAQ2jERgBXnWzGcea8"
"Druggists","ChIJ4ddQGckZ2jERbIMDgPz8eGU"
"Ah Mah Egg Sponge Cake","ChIJvXm2o1gZ2jERKC5oi0WQ9zw"
"Pontian Wanton Noodle","ChIJz7JHuecW2jERZXDUdPr-RrQ"
"Maisal Nasi Padang","ChIJk6hTe6UX2jER27NVIY76w0I"
"Pezzo","ChIJAWekuuQV2jER6WSvRm4st3U"
"Ban Heng Teochew Porridge","ChIJdQSLf28U2jER82TSxo4-wjM"
"Rotikek","ChIJo9NcgagT2jERYopqM7LhorI"
"Yeh Lai Siang Coffee 夜來香茶室","ChIJ4eitja0P2jERi4JtgItP2YY"
"Swaadhisht","ChIJVVVVRccZ2jEREOT3udlEzBU"
"Diabetic Food Delivery Singapore - Better4U.sg","ChIJ86QvvhEY2jERWTVGmJoVuto"
"T.K Kitchen","ChIJ__-PpKUa2jERpF99Ti667F8"
"Wang Cafe","ChIJc6zIfr0Z2jERZHmTr9Tp4lo"
"Ah Chuan Fried Oyster Omelette","ChIJuZPwpXoX2jER3mckyQXiwTo"
"The Original Katong Laksa Since 1950s Janggut Laksa","ChIJlV8iYr0X2jERwww7bZMhluo"
"Xin Heng Fried Kway Teow","ChIJHTZW3IkQ2jERhD6AmQejQok"
"永运食坊","ChIJ81OKxaQR2jERD6yyl1PdsSI"
"Crystal Jade Kitchen","ChIJI-CHBw8Q2jER47XHQ4n1qQk"
"香港街珍达记 881(XO)鱼头米粉","ChIJ195IyLUZ2jEROnL80-3xXaM"
"Marina Bistro","ChIJO_0iuLQI2jERkcDiNJD7aIA"
"Caruso","ChIJdbOELZ8Q2jER1jyouKcCxzc"
"dehaoyun charsiew n roast duck","ChIJE_IaQLUX2jERfoakg5yxvA4"
"Koh Grill & Sushi Bar","ChIJq6WVB5IZ2jERmuyacxt1_4E"
"KFC","ChIJ____r6YX2jERzAoY9SRLfDA"
"Kotsujiru Nabe","ChIJX1AtmroZ2jERdIaSD-yQNto"
"Choon Heng Place Eating House","ChIJsbpiqlsW2jEReeSJWlamvJs"
"Satay Kulo","ChIJC8HGbBc82jERiZTincWqFP0"
"3O1 Bar & Kitchen","ChIJ2dqxB6AU2jERgTRpAB7IkQo"
"Living Room Cafe","ChIJF5Kmy9QS2jER53-veBX2kLo"
"Bikini Bar","ChIJ4fVxTf8b2jER-wnDh8Sxov0"
"Yummy Veggie","ChIJKdpj8gAY2jERMLbcyvfFbEc"
"Took Lae Dee","ChIJTwT3T5gX2jER1KBwZaD_u4I"
"ShanCha Cafe+Sake Bar","ChIJ544cYgsZ2jERyAzfuHXjfqA"
"Fried Carrot Cake","ChIJOxpLDo4a2jERVPl9vQCX-rM"
"The Bread Table","ChIJCXa-2tEW2jERlrolOy4oP2s"
"Wakanui Grill Dining Singapore","ChIJMZyfFQoZ2jERR2fEMhcs5Zw"
"Seasonal Tastes","ChIJzV8SihEZ2jER0cBo1FYI8c4"
"Ricciotti","ChIJuxefeAoZ2jERJLztG9zngps"
"New Hawa Restaurant (Chai Chee)","ChIJszRZ8PI92jERTeq0je0rdYI"
"Scissors Cut Curry Rice","ChIJK2AGaMgZ2jERmsLbnSfyF20"
"Baker & Cook - Serangoon Garden","ChIJe9faa7oX2jERllSrpCe4bis"
"Sheng Siong Supermarket","ChIJSfoJ4W8W2jERfT3Zh6PA9Mg"
"Tasmac","ChIJObvVsbgZ2jER0LOPtaEP-gk"
"Cold Storage Speciality","ChIJ__EU0QUZ2jERw_GMiCOQLKA"
"Tastebud","ChIJi0u-mOEV2jERuQEj4I66Vwo"
"Jipun-Tiam","ChIJ91L0KhYY2jERvOxlL_8nf1o"
"Imperial Treasure Super Peking Duck Restaurant","ChIJ6Zgp8REZ2jERIjCAG0f-ug8"
"Legacy Seafood","ChIJz3ZopugR2jERvfyMdix42Dg"
"Yew Lee WanTon Noodle","ChIJq72NIKcR2jERCuPNI8mW1bk"
"Zion Riverside Food Centre","ChIJ_c6vFoMZ2jERBWATXfBQ7Aw"
"Shiok Salad","ChIJq6OuLtIZ2jERK6hgdcLcpx8"
"Mr Sehu Food Palace","ChIJSyBBU7kT2jERmkiRFAO8r8o"
"Dragon Bowl","ChIJGe5H9csZ2jERjLmIaAsMA-k"
"Ajisen Ramen - Square 2","ChIJdUi9XecZ2jER6MoWUa5E768"
"Kopitiam Foodcourt","ChIJjQGLpgI92jERjG2jjjV5CcA"
"Spice Fusion - India on a Platter","ChIJM6p6gS4R2jER4BmwwOjsfLU"
"Gold Kolo Mee","ChIJJzt0rUw92jER3fLUt7UB6PI"
"Sea World Cafe","ChIJC6CsZUYj2jERW-jPWRchcfU"
"Dessert Cup","ChIJc6zIfr0Z2jERfE3zrEEY6tU"
"McDonald's NTU","ChIJk2hjGKAP2jERtZYCT0TDDOc"
"Abedin Bangladeshi Restaurant and Catering Services","ChIJicnIZTwY2jERlohtvm4GnQI"
"Saravanaa Bhavan","ChIJCwDQ_a4Z2jERQebPifMQTlM"
"Fang Yuan Curry Rice","ChIJmTL0zDAY2jERDX_TAMV6JSk"
"Choo Chiang Roast Noodle House","ChIJd2J5HHoU2jERJF9h1qcvlT0"
"Whampoa Road Indian Grocery Store","ChIJkxseq2IX2jERlbwC4o-vVKE"
"Katanashi An | 型無庵","ChIJJYhfBw0Z2jEREjrR2BuOfbM"
"Bengawan Solo @ Parkway Parade","ChIJ2WUXmnEY2jERs8BevFchrr0"
"Waffle Station","ChIJT42K_kMa2jERGX6NvZAvG-s"
"Fish & Co","ChIJN8T857oZ2jER7p82Xr0oDas"
"Partea","ChIJ3SehsOQV2jERr7UwpTV5W18"
"Hua Zai HK Style Roasted Delight Rice Noodle","ChIJgdFAM2wW2jERGyiIlXhF6Bc"
"La Pizzaiola (Jalan Riang)","ChIJ64N3fQoX2jERnAykmps0LYg"
"Cars and Coffee Singapore","ChIJRb26wUAa2jERomlf9usWKZ8"
"Jewel Coffee (Great World City)","ChIJrdD-X4MZ2jERm9yqHJtjg5k"
"Jamboree Bar & Cafe Katong","ChIJMzz0mm0Y2jER1z6USe-JdLY"
"Jewel Coffee at NUS","ChIJ1-0xfl0Y2jERdlys8kg1IQc"
"Marsuka Indian muslim Food","ChIJXdyekskZ2jERHgXH9Fo4Q8I"
"Bismillah Bake Shop","ChIJaYdJOfwa2jER-yQYEFTjXK8"
"Zhong Yi Seafood","ChIJj-iCdtEb2jERBbIheQK2Urk"
"Hougang Jingjia Mutton Soup","ChIJPUokHxc82jER8wMd90wR5sw"
"Polar Puffs & Cakes - White Sands Shopping Centre","ChIJ1SK946892jERW7BFhixNzOc"
"Crazy Elephant","ChIJ94mVRqAZ2jERIrRm63yN0Hg"
"Sakae Sushi","ChIJb-ErmBYX2jERKo_DtXtd7Zk"
"Trattoria L'Operetta","ChIJ08pbQGsY2jER6hGRpKwRi-Q"
"Kaw Kaw SG","ChIJxesQRrEZ2jERl0-1VzyDGsc"
"Ah Seng Laksa & Prawn Noodle","ChIJn8xU5GwZ2jER9cKjfMPpnh8"
"Curry Fish Head Zhu Chao","ChIJEVuQhkca2jERt2mxdPR0eIY"
"Whips Cupcakes","ChIJbeY4ocgZ2jERuXmUNQyS2yc"
"I-Tec Supermart Pte Ltd","ChIJ5Z2sCDoY2jERgMMIYsyX_gU"
"Samurice","ChIJyY4rtGcX2jERIKTarqz3AAQ"
"Hock Lee Fishball Noodles","ChIJK1sRUboZ2jER3RovKR2eC68"
"Sin Manbok Korea Restaurant 신 만복","ChIJExi01GEQ2jER7VcrhhG_hko"
"Dad's Corner","ChIJreDu_TgQ2jERUGkgwxmT0ts"
"Pizza Hut","ChIJpeo1xuQV2jERMBBSSzCPpMU"
"Sapporo Petit Doughnut","ChIJu6OMi5EZ2jERg41OAo7eNzc"
"Bottles & Bottles @ Tudor Court","ChIJc67QU4oZ2jERl-KfWb8ZqXk"
"Kopitiam","ChIJucjD4T8Q2jERK0h0zBLZ_qk"
"Seoul Yummy","ChIJ1wSHahwX2jERgMqw2JnHkB0"
"Muslim Nasi Padang","ChIJfeqzj3QZ2jERG1y8HwgZ_uI"
"Bee Cheng Hiang Bakkwa (Clementi Central)","ChIJA99rDY4a2jER0UwgYVvpECw"
"wimi","ChIJAYzLwY0a2jERtKgaU-OTzhw"
"Boat Noodle Express","ChIJWXH2frkZ2jERMlR5RoQ9a7s"
"QQ Soyabean","ChIJ56YGUT8Y2jERNR8KRNbDHuY"
"Bali Thai","ChIJ5_Xs4P0b2jERAZlYtgF8gfg"
"Angelina Singapore","ChIJF00CUpgZ2jER8NbMc61ckZ4"
"Ang Mo Supermarket","ChIJ8VIIMB0X2jERw8eodX22pWQ"
"Xin Wang Hong Kong Cafe - Compass One","ChIJDWqsdhIW2jER6a_n40jjwro"
"Sri Krishna Stores","ChIJl_JUczYQ2jERm9Ive6dKLy0"
"Burger King","ChIJjyGAnYAF2jERvGf3fscX-Uc"
"Time For Thai SG","ChIJtcvgd4oQ2jERYftwlvgqa68"
"EbiTori Menzo","ChIJnwFiwNMZ2jERheCEuiL5KYw"
"FairPrice Siglap New Market","ChIJCVWJpaQi2jERw9mrwsyICjg"
"Avenue Cafe","ChIJ8SzDwXIY2jERloaDSgwBbzM"
"Bendemeer Food Centre","ChIJUQ7wM9IZ2jERaks089nXQoA"
"SK Cafe","ChIJeUvisRcY2jERqZlDM-zLefs"
"Rakuzen","ChIJlyzkKKkZ2jERyGiPUwrtUV8"
"Lower East Side 45","ChIJtUzESQkZ2jER1pZp-7o3V5Q"
"Cold Storage NEX","ChIJK2GAsaYX2jER5oETfPH5A6g"
"Miki Kitchen . Oriental Cuisine","ChIJYfyj0W0Y2jERtCvsyt75tos"
"Poh Guan Cake House","ChIJO1MHWQsZ2jERoMdfbxx0fsk"
"白家潮州糜 White House Teochew Porridge","ChIJB6yT_9QZ2jERp-1rc8M8fWA"
"Sheikh Indian Pakistani Food","ChIJOfYKp80b2jERi1gr15KGhSg"
"Toast Box 土司工坊 - Jurong Point","ChIJy64vxOwP2jERY4d4J-teXxw"
"Johor Bahru Pau/Tim Sum","ChIJTdaJLhQ82jERNG2IrKuM1e0"
"Zhouji Spicy Hotpot 周记麻辣香锅","ChIJY09aiKAb2jERW-7qeIlrlH0"
"Singapore Terminal 3 Silver Kris Lounge","ChIJmSWWF4082jERIWnmIGTljBQ"
"Baskin Robbins","ChIJK_bwY7Ii2jERmPH9n-DuH2w"
"Istanbul Turkish Restaurant","ChIJLWzmHLEZ2jER0rw3IgMxbKY"
"OMOOMODON","ChIJLYf8lEIa2jERN7Bcw0hCKaE"
"善师 No.27 Bistro and Bar","ChIJYYMq254Z2jERX601JL6cVxo"
"Don Lechón","ChIJm0Itjz0Y2jER4vXAmqLCMIc"
"1 Tyrwhitt Bistro Bar Cafe","ChIJQQKsR8gZ2jER6Dz5LLwE48k"
"Asam Tree Cafe, Bakery & Restaurant","ChIJv13cC-cW2jERObuWMvyZCbM"
"Nan Xiang Chicken Rice","ChIJazjHSWsY2jERKyR1emeSudg"
"New Generation Confectionery","ChIJQ2Vp2t4W2jER3BDGuk75WfM"
"Mazazu Crepe","ChIJax6gKqAZ2jERRstnVZmbaqo"
"Pak Mandor Nasi Lemak","ChIJp8LskGwU2jERx0CL6BPaEmw"
"MR.PRATA","ChIJgwz4pVs92jERcGkEAUNtf-s"
"Nihon Mura Izakaya","ChIJVVVV3U4Y2jERuj67PkxDmZM"
"Central Hong Kong Café","ChIJp0JVlEIa2jERp5sR_yHXsKk"
"Fu Long","ChIJCUj12wgY2jERlFKVt-cIl48"
"Gochi-So Shokudo","ChIJ2-_9UgkZ2jERtUaeG2UpJw0"
"Yap's Noodles, Ipoh Curry Noodles","ChIJPVGW47MV2jERtTA4IlDJSuI"
"SF Fruits","ChIJwcrH4g4Q2jERvrZ_7N1vHIc"
"Sahara Bar & Restaurant","ChIJSYJsOAoZ2jERLEJ2dY2EY7U"
"Toast Junction","ChIJb-ErmBYX2jERUwsBgri7Zko"
"Nara Japanese Restaurant","ChIJeXsF6-cZ2jER3xfe4x5PF6s"
"Cafe Etc. Bistro & Bar","ChIJsQr5WjoX2jERS4vuH9umGjU"
"Ichiban Sushi (Compass One)","ChIJMWB1iQ0W2jER2GnZNpfVbJc"
"Annalakshmi Restaurant","ChIJW9dJOqEZ2jERBgaxRD3FW00"
"OSO Ristorante","ChIJm1RmWm0Z2jERXcuhzAbomPc"
"Siraj Indian Rojak","ChIJAT_PULoZ2jERWumUetSqI-I"
"Chimes Entertainment","ChIJAR8cm20Y2jERL89nq7lRACk"
"Penny University","ChIJdZKJ5goY2jERaxnG_zOax_4"
"SO PHO JEM","ChIJN0GFgA8Q2jERiOY6UFKtlK8"
"Kiseki Japanese Buffet Restaurant","ChIJ44DHaZEZ2jERr6JoWdqSxuk"
"BTS","ChIJrUkjCMoR2jERkLJH_dOCFyg"
"Selegie Soya Bean","ChIJAZCT8bQX2jERb4Yi7jubtiM"
"Brew cafe 171","ChIJ-eDNjgsV2jERylu-LG27nTg"
"Two Men Bagel House Tanjong Pagar","ChIJpZh7TmsZ2jERUtSFj2K7Db0"
"Royce'","ChIJ475mlRE92jERx9obsjbQNYc"
"Jewel Coffee (One Raffles Place)","ChIJVY61rA4Z2jERXaD3nhv8tac"
"Blue Collar Collaborative","ChIJF_ksw08a2jERDCv61g9MHRU"
"Air Pasang Food Court","ChIJhXskQTYQ2jERoi0F8u9k2t4"
"Azmaya","ChIJD0yfVp4Z2jERtrcI5TO92Gc"
"Tanjung Pinang Delicacies","ChIJjSLAppIZ2jERKmsstZwRAPY"
"Standing Sushi Bar","ChIJ33Eqzg8Z2jERRZf_lGMm9xY"
"The Malayan Council","ChIJBXuDCLEZ2jERF7B3mf1mj2Q"
"The Coffee Bean & Tea Leaf","ChIJ_1P8HMEb2jERgAzv4eFyWRI"
"313 KPT Pte Ltd - Sembawang","ChIJVUHG_n0T2jERPhLOVmjaBO8"
"Qi Ji","ChIJuc4aYLoZ2jERJyaCPnLAOvw"
"Nook & Cranny Cafe","ChIJPSSM7zoX2jERDH4qfLdLqHY"
"Joe & Dough","ChIJ2fpQlxYX2jERRMWPclfacz4"
"Wines Online","ChIJIR5mZ4kQ2jERMLzSJLlfUrg"
"Les Bouchons (Robertson Quay)","ChIJI_-MYZ4Z2jERdXWh0ej53wY"
"Marcello","ChIJRUXv5p0Z2jEROGLZiUXzuPk"
"忘不了 中国餐Unforgettable Chinese Restaurant","ChIJuaEKBR8X2jER8vo25_ulhTE"
"Nara Thai","ChIJjX_Qu40Z2jERYF2Xilhs0kk"
"Ah Mah traditional homemade egg sponge cake","ChIJw2RT8wUQ2jER5adPjkRngv4"
"LENAS Paya Lebar Square","ChIJBwZHXBgY2jEROx437UHbDdY"
"Craftsmen Specialty Coffee ( Clarke Quay Central )","ChIJyzJlmQoZ2jERKZxLDxwSors"
"Broadway","ChIJg_s3JRIU2jERULnFgi4wsEs"
"Uogashi Zushi","ChIJlVlwXWsZ2jERDQtoUd_2H0Q"
"J.CO Donuts & Coffee","ChIJ9zyY2BE92jERekoUlki8VPI"
"Original Changi Ten Mile Fried Carrot Cake","ChIJIYo6FyA92jERBZugvbN_7BE"
"Mei Zhen Hakka Delicacies","ChIJy5g1pTsX2jERw9hTQAkzeDo"
"Sheng Siong","ChIJAclFRFQ82jERhO7Vj2spfr0"
"Ya Kun Kaya Toast","ChIJmUchOH0T2jERU8Qmol5k1hw"
"Pine Garden's Cake","ChIJkaIuTuUW2jERHPKFp5S0KR4"
"Sixteen Gallons Cafe","ChIJX7I_Oi9t2jERRFyCl8l-3wM"
"Grounded by CMCR","ChIJT3fdLZwZ2jERgDMjHFTVf8o"
"Subway","ChIJcVbOmekR2jERDRMPV7SVyGU"
"umisushi PoMo Mall","ChIJN6aIjbwZ2jERwxy45DKP2sU"
"Overrun.Sg","ChIJnVpuBLEZ2jERKsbPgnMZEnI"
"Blk 742A Coffee Shop","ChIJZ82ZXXQ92jERRL1rpyuLRsY"
"Teppan Kappou Kenji","ChIJJZitZ7sZ2jERIa99f_vtCN8"
"Subway","ChIJ9aXLwEIa2jERyHwk1kYk07o"
"Shabu Tontei (Serangoon NEX)","ChIJxyAVvKYX2jER1yohSdn6xTk"
"Baker Talent","ChIJRycmGo4a2jER7zBWgx55DeI"
"Chuan Chuan Le","ChIJi69NdMkZ2jERJ79n7AhoP58"
"Wine Connection","ChIJ4-0KflgZ2jERVg0CqqzMeHE"
"Anna's Cafe","ChIJq6WUZwUY2jERGCZrMfSrpPc"
"Magic Carpet Bollywood Club","ChIJb-zIB7EZ2jERjDnkjfqgg9I"
"The Coffee Bean and Tea Leaf (Sentosa-Imbiah Station, Merlion Plaza)","ChIJScRATf4b2jERRHjh4TVLb3k"
"Baja Fresh Mexican Grill Singapore","ChIJR4f9yrwZ2jERBQdtYY_4fwo"
"Starbucks","ChIJdxS7gPEa2jERemWiuEmxfVc"
"Jewel Coffee","ChIJ2atmAhIZ2jER1XO1ZHumLCI"
"Crystal Jade Kitchen","ChIJy2Zo7ZEZ2jERasMn8mk8jrY"
"Lad & Dad","ChIJYbYaGAAX2jER3PmA2FERqco"
"Long John Silver's","ChIJAQ7pY0ca2jER7xzgrF89bcs"
"Smoque @ Maple Cafe","ChIJl0go-oQQ2jERFOCYrIs879o"
"Ohana Beach House","ChIJtQzPwsY92jER1He2P4BPUNI"
"En Ji Traditional Wanton Mee","ChIJERANcHUT2jER0ciwzxdnUTw"
"The Salon (Hotel Fort Canning)","ChIJJdQ_YqIZ2jERl7ex3gp2KcA"
"Cliffton's Food Lab","ChIJmRUNSzgW2jER6AiMPauuEBA"
"Samurice, Tanjong Pagar","ChIJ0Xx_GBMZ2jERENfB2VjL0ig"
"Lam's @ Waterway Point","ChIJNYsVZKgZ2jERLFDRwlNdU2g"
"Hakka Ampang Yong Tau Fu","ChIJrSV6TVQR2jERBpGwOrUJ4ws"
"Starbucks","ChIJA3ojzY8a2jER77-RCuvQni0"
"Sudi Makan","ChIJ1bSZbQ8Q2jERWS5QWUezFcM"
"Cookies talk","ChIJs6K0F8EW2jERzk7qyT9w91s"
"Hong Kong Soya Sauce Chicken Braised Duck Rice","ChIJA0mRERU92jERkOEa8aHatZI"
"Ji Ji Wanton Noodle Specialist","ChIJR0K6RgsZ2jER-XL41wcfgh4"
"Ming En SeaFood","ChIJ-aNIA1UBBBARWDxvuQkBd7s"
